,Coord_1_Casa,Coord_1_Lavoro,Coord_2_Casa,Coord_2_Lavoro,Giorni_al_1Lav,Giorni_al_2Lav,Id_Term,Km_Percorsi,N_Case,N_Giorni_Pres,N_Lavori,N_Soste_Univ,Notti_1Casa,Notti_2Casa,Notti_In,Notti_Out,Trans_Confine,Veh_Type
180,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403472,612264.971199999,0,4,0,1,0,0,0,3,1,2
181,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2403477,14.586599999999999,0,4,0,0,0,0,0,0,0,2
182,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403479,32.5019,0,3,0,0,0,0,1,0,0,2
183,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403482,30512.221500000003,0,6,0,1,0,0,1,5,4,2
184,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2403509,36623.29900000003,0,3,0,1,0,0,0,2,2,2
185,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2403518,35290.83740000019,0,2,0,1,0,0,0,1,0,2
186,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403524,427444.55149999994,0,5,0,1,0,0,1,3,0,2
187,"[10.04397, 45.108716999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403526,440996.69199999986,1,8,0,1,3,0,1,6,0,2
188,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403530,663277.3784000004,0,5,0,1,0,0,1,3,1,2
189,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403531,685484.3571000003,0,5,0,1,0,0,0,4,2,2
190,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2403663,2757.0401000000006,0,2,0,1,0,0,0,1,2,2
191,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403682,534928.2081999999,0,10,0,1,0,0,1,7,1,2
192,"[10.055286000000001, 45.113762000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403691,30672.807899999996,1,5,0,1,2,0,3,1,3,2
193,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403694,130776.20320000025,0,14,0,1,0,0,1,11,13,2
194,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403751,552258.2757999998,0,12,0,1,0,0,2,9,0,2
195,"[10.605195, 45.639068999999999]","[-1, -1]","[10.561643999999999, 45.623769000000003]","[-1, -1]",0,0,2403762,5430.803099999966,2,29,0,0,13,10,28,0,3,2
196,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2403768,17834.366100000003,0,2,0,1,0,0,0,1,2,2
197,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403772,17888.710199999998,0,2,0,1,0,0,1,0,0,2
198,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403775,291801.02339999995,0,3,0,1,0,0,0,2,0,2
199,"[10.583418999999999, 45.326855999999999]","[-1, -1]","[10.589404, 45.316073000000003]","[-1, -1]",0,0,2403781,881.9519999999995,2,43,0,0,35,2,37,1,0,2
200,"[10.784459999999999, 45.119504999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403790,2788.812399999998,1,22,0,0,18,0,19,1,8,2
201,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403794,526413.0409,0,13,0,1,0,0,1,11,12,2
202,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403795,520937.5926000002,0,15,0,1,0,0,0,14,10,2
203,"[10.868518999999999, 45.123168999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403797,513108.203,1,13,0,1,4,0,3,9,7,2
204,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2403809,1089.8303999999998,0,1,0,1,0,0,0,0,1,2
205,"[9.8125350000000005, 45.766669]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403810,15531.081199999984,1,28,0,0,26,0,26,0,24,2
206,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403817,532374.9443999998,0,8,0,1,0,0,0,7,6,2
207,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403821,754104.2645,0,3,0,1,0,0,1,1,0,2
208,"[9.7716189999999994, 45.746653000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403823,17638.125400000008,1,34,0,0,30,0,32,1,38,2
209,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403827,15.4419,0,10,0,0,0,0,3,0,0,2
210,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403832,475741.17659999995,0,4,0,1,0,0,0,3,4,2
211,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403837,484442.1911000002,0,3,0,1,0,0,0,2,4,2
212,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403851,508532.4141000002,0,7,0,1,0,0,0,6,4,2
213,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2403852,5360.9106,0,2,0,1,0,0,0,1,1,2
214,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403853,566884.0645999999,0,5,0,1,0,0,0,4,5,2
215,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403857,509885.443,0,9,0,1,0,0,0,8,6,2
216,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403858,47786.958999999995,0,13,0,1,0,0,5,7,2,2
217,"[10.235652, 45.330961000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403863,15458.758899999993,1,30,0,1,14,0,16,0,11,2
218,"[10.026277, 45.102046000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403864,41824.60050000001,1,5,0,1,4,0,2,2,0,2
219,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403869,23202.397099999987,0,3,0,1,0,0,2,0,0,2
220,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403882,507211.41640000016,0,7,0,1,0,0,0,6,4,2
221,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403886,550019.731,0,12,0,1,0,0,0,11,4,2
222,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2403892,23920.43280000001,0,5,0,1,0,0,0,4,2,2
223,"[10.166054000000001, 45.519956999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403899,42459.99540000008,1,10,0,1,2,0,2,9,0,2
224,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2403901,199.07079999999993,0,1,0,1,0,0,0,0,1,2
225,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2403907,16089.076900000002,0,6,0,1,0,0,0,5,5,2
226,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403928,550070.2769999998,0,11,0,1,0,0,0,10,2,2
227,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2403932,5155.2359,0,2,0,1,0,0,0,1,2,2
228,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2403935,23747.636,0,2,0,1,0,0,0,1,1,2
229,"[10.870241, 45.127284000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403936,490442.7773999999,1,10,0,1,3,0,1,8,7,2
230,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2403944,11610.705999999996,0,5,0,1,0,0,1,3,1,2
231,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2403993,43767.8420000002,0,3,0,1,0,0,0,2,0,2
232,"[10.166606, 45.519790999999998]","[-1, -1]","[10.132196, 45.352907999999999]","[-1, -1]",0,0,2404003,2014.3193999999992,2,14,0,1,3,2,7,0,2,2
233,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2404005,48052.99620000026,0,5,0,1,0,0,0,4,0,2
234,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2404006,31943.107199999995,0,4,0,1,0,0,0,3,0,2
235,"[10.406521, 45.402968999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404027,3689.0526000000023,1,21,0,0,19,0,20,0,3,2
236,"[10.166238, 45.519882000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404030,50622.15830000092,1,20,0,1,16,0,16,19,0,2
237,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404033,12309.618100000002,0,2,0,1,0,0,1,0,0,2
238,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2404034,598.3092999999998,0,1,0,1,0,0,0,0,1,2
239,"[10.166213000000001, 45.519899000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404035,50036.122600000424,1,19,0,1,13,0,14,16,0,2
240,"[10.166648, 45.519782999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404040,38030.52160000019,1,9,0,1,3,0,3,8,4,2
241,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2404046,32132.417100000006,0,4,0,1,0,0,0,3,0,2
242,"[10.741031, 45.133941]","[-1, -1]","[10.771701, 45.132902000000001]","[-1, -1]",0,0,2404054,19074.70060000002,2,30,0,1,21,2,27,0,30,2
243,"[10.212465, 45.573740000000001]","[-1, -1]","[10.281052000000001, 45.941589]","[-1, -1]",0,0,2404055,7057.489400000014,2,20,0,0,16,3,19,0,8,2
244,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2404058,54732.41900000001,0,4,0,1,0,0,0,3,1,2
245,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2404064,6444.693099999998,0,2,0,1,0,0,0,1,0,2
246,"[10.166523, 45.519759000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404066,70324.36110000002,1,7,0,1,2,0,2,2,0,2
247,"[10.166976, 45.519219999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404067,62655.82360000124,1,24,0,1,2,0,3,13,25,2
248,"[10.166266, 45.519868000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404069,50838.82880000079,1,20,0,0,4,0,4,18,2,2
249,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2404070,76347.99700000025,0,7,0,1,0,0,0,6,0,2
250,"[10.166205, 45.519891999999999]","[-1, -1]","[10.011317999999999, 45.316231999999999]","[-1, -1]",0,0,2404073,59566.38680000085,2,20,0,1,4,2,7,17,14,2
251,"[10.166513999999999, 45.519694000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404078,48582.57120000018,1,11,0,1,5,0,5,7,0,2
252,"[10.165990000000001, 45.519939000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404082,57821.11320000036,1,19,0,1,5,0,5,18,0,2
253,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2404083,6757.531299999999,0,2,0,1,0,0,0,1,0,2
254,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404087,48646.633899999964,0,3,0,1,0,0,1,1,1,2
255,"[10.225187, 45.555376000000003]","[-1, -1]","[10.286569999999999, 45.519030000000001]","[-1, -1]",0,0,2404089,42950.76660000008,2,15,0,1,5,2,11,3,2,2
256,"[10.22438, 45.546810000000001]","[-1, -1]","[10.103126, 45.504654000000002]","[-1, -1]",0,0,2404097,1374.8937000000012,2,22,0,0,19,2,22,0,1,2
257,"[10.166747000000001, 45.519396999999998]","[-1, -1]","[10.423463, 45.373269000000001]","[-1, -1]",0,0,2404101,1856.899100000001,2,25,0,0,23,21,45,0,0,2
258,"[10.200886000000001, 45.549210000000002]","[-1, -1]","[10.216248, 45.545451]","[-1, -1]",0,0,2404104,4009.217100000003,2,30,0,2,27,2,30,0,4,2
259,"[10.532506, 45.466441000000003]","[-1, -1]","[10.117766, 45.555993999999998]","[-1, -1]",0,0,2404110,22189.044500000102,2,29,0,1,17,10,29,1,13,2
260,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404111,7287.896700000011,0,3,0,1,0,0,1,1,2,2
261,"[9.9558099999999996, 45.660893999999999]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404115,4486.2118,1,23,0,0,21,0,22,0,8,2
262,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2404123,340.4763000000001,0,1,0,1,0,0,0,0,1,2
263,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404356,39877.86170000002,0,10,0,1,0,0,1,8,0,2
264,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2404377,10061.9079,0,3,0,1,0,0,0,2,0,2
265,"[10.212528000000001, 45.573636999999998]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404391,1847.8737999999978,1,20,0,0,19,0,19,0,0,2
266,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2404393,9283.184200000003,0,2,0,1,0,0,0,1,0,2
267,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2404395,4410.895700000004,0,2,0,1,0,0,0,1,0,2
268,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404427,15539.031100000004,0,5,0,1,0,0,2,2,2,2
269,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2404457,5844.3674999999985,0,2,0,1,0,0,0,1,0,2
270,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404467,32559.069900000013,0,14,0,1,0,0,1,12,5,2
271,"[9.7754539999999999, 45.650599999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404488,82341.82579999993,1,17,0,1,2,0,6,10,1,2
272,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404502,16186.1497,0,2,0,1,0,0,1,0,0,2
273,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2404505,36402.45689999999,0,2,0,1,0,0,0,1,0,2
274,"[9.8130749999999995, 45.767330000000001]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404508,3786.3442999999875,1,20,0,0,19,0,19,0,66,2
275,"[9.8133269999999992, 45.767324000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404509,9688.0744,1,24,0,0,22,0,22,0,65,2
276,"[9.8133250000000007, 45.767274]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404511,6723.636700000003,1,24,0,0,23,0,23,0,91,2
277,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404517,39878.85479999999,0,4,0,1,0,0,2,1,0,2
278,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2404524,25010.362099999995,0,5,0,1,0,0,0,4,1,2
279,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404528,7998.370500000004,0,2,0,1,0,0,1,1,0,2
280,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404549,38548.286400000005,0,4,0,1,0,0,1,2,0,2
281,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404551,23995.103999999985,0,6,0,1,0,0,1,4,1,2
282,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2404608,32322.165899999993,0,3,0,1,0,0,0,2,0,2
283,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2404612,147.70889999999997,0,1,0,1,0,0,0,0,0,2
284,"[9.8013770000000005, 45.616905000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404661,689.3404000000002,1,3,0,1,2,0,2,0,3,2
285,"[10.479044, 45.457985999999998]","[-1, -1]","[10.480269, 45.468381000000001]","[-1, -1]",0,0,2404677,6190.185300000002,2,23,0,1,4,4,10,0,21,2
286,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2404856,60499.87100000009,0,5,0,1,0,0,0,4,6,2
287,"[10.234639, 45.558947000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2404915,202.71460000000008,1,5,0,1,4,0,4,0,0,2
288,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2404919,3344.3561000000004,0,2,0,1,0,0,0,1,1,2
289,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2404928,141.72940000000006,0,1,0,1,0,0,0,0,0,2
290,"[9.9020229999999998, 45.742868000000001]","[-1, -1]","[10.107201999999999, 45.549021000000003]","[-1, -1]",0,0,2700105,16116.546300000005,2,38,0,1,5,3,19,3,0,2
291,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2700161,46229.56310000008,0,15,0,1,0,0,4,10,12,2
292,"[10.877135000000001, 45.413967]","[-1, -1]","[10.845523, 45.417368000000003]","[-1, -1]",0,0,2700166,580441.8548999988,2,32,0,1,7,3,13,18,19,2
293,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2700179,542798.9777999996,0,10,0,1,0,0,2,7,4,2
294,"[10.86565, 45.414644000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2700194,59921.62410000009,1,18,0,1,4,0,6,11,3,2
295,"[10.89893, 45.439303000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2700203,26750.8065,1,9,0,1,2,0,3,5,1,2
296,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2700210,481236.1727000002,0,15,0,1,0,0,2,12,1,2
297,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2700212,537067.7866,0,19,0,1,0,0,2,16,9,2
298,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2700216,573925.0765999987,0,25,0,1,0,0,4,20,20,2
299,"[10.896856, 45.41225]","[-1, -1]","[10.883606, 45.413527999999999]","[-1, -1]",0,0,2700247,464031.72719999956,2,26,0,1,3,3,11,14,18,2
300,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2700612,538035.3631999999,0,18,0,1,0,0,5,12,4,2
301,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2700676,466779.74770000257,0,44,0,1,0,0,0,43,49,2
302,"[10.303076000000001, 45.487637999999997]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2700680,14075.186699999987,1,4,0,1,2,0,2,1,3,2
303,"[10.491479999999999, 45.379800000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2700700,27488.788199999988,1,8,0,1,2,0,4,3,1,2
304,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2700808,19514.457200000008,0,4,0,1,0,0,1,2,4,2
305,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2700845,24.899,0,1,0,1,0,0,0,0,0,2
306,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2700896,155.4903999999999,0,1,0,1,0,0,0,0,0,2
307,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2701066,194392.22350000002,0,10,0,1,0,0,3,5,6,2
308,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2701114,270.5299999999999,0,1,0,1,0,0,0,0,1,2
309,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2701199,1224.4151,0,2,0,1,0,0,0,1,0,2
310,"[10.302662, 45.468456000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2701206,152.0724,1,5,0,1,3,0,3,0,0,2
311,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2701212,53793.75159999995,0,3,0,1,0,0,0,2,0,2
312,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2701245,443535.2088999982,0,29,0,1,0,0,2,26,9,2
313,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2701286,465251.7833000001,0,14,0,1,0,0,0,13,0,2
314,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2701366,369110.87429999997,0,6,0,1,0,0,2,3,1,2
315,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2701373,14261.2992,0,4,0,1,0,0,0,2,2,2
316,"[10.197772000000001, 45.520544999999998]","[-1, -1]","[10.200976000000001, 45.532055]","[-1, -1]",0,0,2701828,486332.8343000003,2,51,0,1,8,6,34,8,7,2
317,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2701896,285327.9161,0,5,0,1,0,0,1,3,0,2
318,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2702019,440199.5145,0,5,0,1,0,0,0,4,4,2
319,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2702061,13043.558900000005,0,4,0,1,0,0,2,1,0,2
320,"[10.857379, 45.469900000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2702064,661568.1292000003,1,47,0,1,2,0,3,44,47,2
321,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2702067,41286.75090000002,0,13,0,1,0,0,4,7,6,2
322,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2702105,29110.9932,0,2,0,1,0,0,0,1,0,2
323,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2702129,560443.1551999995,0,6,0,1,0,0,2,3,3,2
324,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2702132,582.8306000000001,0,1,0,1,0,0,0,0,1,2
325,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2702146,480859.795,0,4,0,1,0,0,1,2,0,2
326,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2702191,577395.863799999,0,19,0,1,0,0,1,17,12,2
327,"[10.770681, 45.153128000000002]","[-1, -1]","[10.837452000000001, 45.100285999999997]","[-1, -1]",0,0,2702195,197235.10220000002,2,26,0,1,4,4,10,9,17,2
328,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2702246,192325.09769999993,0,10,0,1,0,0,2,7,2,2
329,"[9.8063780000000005, 45.643855000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2702251,55771.34209999998,1,7,0,1,2,0,5,1,0,2
330,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2702363,595.5563000000001,0,1,0,1,0,0,0,0,1,2
331,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2702370,15740.49650000001,0,3,0,1,0,0,0,2,1,2
332,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2702448,551062.0701999997,0,2,0,1,0,0,0,1,1,2
333,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2702505,1032.7203000000006,0,1,0,1,0,0,0,0,1,2
334,"[10.795629, 45.156860000000002]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2702514,6786.461200000001,1,20,0,1,18,0,19,0,66,2
335,"[10.039230999999999, 45.107056]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2702654,553834.7465,1,18,0,0,3,0,5,12,5,2
336,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2702658,194.28310000000002,0,1,0,1,0,0,0,0,0,2
337,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2702723,21765.016099999986,0,2,0,1,0,0,0,1,1,2
338,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2703011,494271.0776000001,0,7,0,1,0,0,4,2,2,2
339,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2703067,24898.9559,0,2,0,1,0,0,0,1,0,2
340,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2703231,573214.0286999998,0,28,0,0,0,0,1,26,5,2
341,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2703288,18125.2185,0,3,0,1,0,0,1,1,1,2
342,"[10.89373, 45.412823000000003]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2703305,16741.078100000013,1,7,0,1,2,0,4,2,5,2
343,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2703395,555512.0665999999,0,28,0,1,0,0,1,26,2,2
344,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2703439,548571.1913000002,0,5,0,1,0,0,0,4,2,2
345,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2703443,516135.18309999997,0,32,0,1,0,0,1,27,10,2
346,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2703452,576940.8390999996,0,24,0,1,0,0,2,21,5,2
347,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2703908,24391.482500000002,0,3,0,0,0,0,0,2,2,2
348,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2703916,163.78060000000002,0,2,0,1,0,0,1,0,1,2
349,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2703950,26565.6024,0,6,0,1,0,0,2,3,3,2
350,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2703968,17685.161899999992,0,2,0,1,0,0,0,1,0,2
351,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2704138,45701.061200000004,0,5,0,1,0,0,1,3,0,2
352,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2704278,433302.5652,0,29,0,1,0,0,2,11,27,2
353,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2704284,9337.880799999999,0,3,0,1,0,0,1,1,0,2
354,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2704289,196.82549999999992,0,1,0,1,0,0,0,0,0,2
355,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2704301,376159.1798999986,0,10,0,1,0,0,0,8,4,2
356,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2704319,523912.75179999997,0,19,0,1,0,0,3,15,20,2
357,"[9.7744850000000003, 45.682983]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2704361,19903.681700000005,1,44,0,0,29,0,22,15,21,2
358,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2704390,715714.579199999,0,18,0,2,0,0,0,17,2,2
359,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2704415,532073.7098999999,0,2,0,1,0,0,0,1,2,2
360,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2704442,497380.0369000001,0,4,0,1,0,0,1,2,1,2
361,"[10.328011, 45.501469999999998]","[-1, -1]","[10.361917, 45.507280000000002]","[-1, -1]",0,0,2704492,11769.358300000029,2,47,0,1,29,2,33,4,26,2
362,"[10.859448, 45.136423000000001]","[-1, -1]","[10.765385999999999, 45.207334000000003]","[-1, -1]",0,0,2704531,815.8825000000003,2,34,0,0,22,2,26,0,2,2
363,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2704651,330495.8936000001,0,6,0,0,0,0,1,3,6,2
364,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2704669,504964.23089999985,0,3,0,1,0,0,0,2,2,2
365,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2704674,528533.6267000001,0,8,0,1,0,0,2,5,8,2
366,"[0, 0]","[-1, -1]","[0, 0]","[-1, -1]",0,0,2704720,45545.82759999992,0,15,0,1,0,0,4,10,10,2
367,"[-1, -1]","[-1, -1]","[-1, -1]","[-1, -1]",0,0,2704727,25211.808199999996,0,3,0,1,0,0,0,2,0,2
